"gene_id","gene_name","Lmx1a_E1_R1","Lmx1a_E1_R2","Lmx1a_E1_R3","Lmx1a_E1_R4","Sox3U3_R1","Sox3U3_R2","Sox3U3_R3","Sox3U3_R4"
"ENSGALG00000050329","ENSGALG00000050329",0,2,9,5,14,5,2,2
"ENSGALG00000052686","ENSGALG00000052686",0,0,0,0,2,0,0,0
"ENSGALG00000044598","Y-LEC1",0,0,2,4,10,2,2,6
"ENSGALG00000047623","ENSGALG00000047623",0,0,1,2,2,2,5,0
"ENSGALG00000049444","ENSGALG00000049444",5,3,13,2,6,7,2,5
"ENSGALG00000047627","ENSGALG00000047627",19,8,29,40,113,51,13,25
"ENSGALG00000052732","ENSGALG00000052732",2,0,4,7,6,1,2,2
"ENSGALG00000053019","ENSGALG00000053019",11,19,36,46,116,50,19,34
"ENSGALG00000052089","ENSGALG00000052089",31,15,46,20,60,22,21,10
"ENSGALG00000049360","PPP1R10",62,74,183,116,229,74,49,98
"ENSGALG00000048374","ENSGALG00000048374",8,4,18,4,21,2,5,8
"ENSGALG00000053394","ENSGALG00000053394",3,9,5,1,34,0,6,14
"ENSGALG00000040101","ENSGALG00000040101",48,30,140,137,254,129,46,78
"ENSGALG00000013101","ENSGALG00000013101",28,20,72,57,93,65,31,26
"ENSGALG00000049461","BG8",75,73,268,116,329,146,86,108
"ENSGALG00000050131","ENSGALG00000050131",1,1,5,10,9,5,4,2
"ENSGALG00000049448","ENSGALG00000049448",7,9,27,64,98,38,15,34
"ENSGALG00000039964","ENSGALG00000039964",834,1237,5733,3527,5982,2499,654,338
"ENSGALG00000040185","ENSGALG00000040185",77,107,423,230,571,304,133,179
"ENSGALG00000038278","TRIM7.2",54,46,107,148,96,49,45,43
"ENSGALG00000055025","ENSGALG00000055025",2,5,52,57,32,4,2,2
"ENSGALG00000000081","IL4I1",1,1,17,2,11,7,13,3
"ENSGALG00000051737","ENSGALG00000051737",0,0,0,0,0,0,0,0
"ENSGALG00000046794","ENSGALG00000046794",33,23,94,129,251,91,29,75
"ENSGALG00000039480","ENSGALG00000039480",6,10,16,10,11,6,1,4
"ENSGALG00000049626","KIFC1",335,472,2564,2038,2958,1051,298,182
"ENSGALG00000049665","BLEC3",5,4,25,17,24,9,11,6
"ENSGALG00000041845","ZNF692",58,67,230,361,651,238,110,163
"ENSGALG00000049229","ENSGALG00000049229",130,55,298,232,266,131,84,65
"ENSGALG00000049174","ENSGALG00000049174",56,30,169,126,234,101,43,49
"ENSGALG00000027546","BZFP1",13,21,160,230,158,31,10,5
"ENSGALG00000000107","TRIM7",1,0,0,2,3,3,4,6
"ENSGALG00000000115","HEP21",2,0,7,4,12,12,4,7
"ENSGALG00000019835","TRIM27.2",6,7,5,2,12,15,5,3
"ENSGALG00000037170","TRIM39.2",5,2,24,25,42,14,17,13
"ENSGALG00000038209","TRIM39.1",3,3,15,10,17,12,2,10
"ENSGALG00000030397","TRIM27.1",4,9,31,20,50,26,0,1
"ENSGALG00000030569","TRIM41",27,14,101,63,128,61,46,32
"ENSGALG00000000122","GNB2L1",12569,9559,37279,32771,57813,22355,11172,10076
"ENSGALG00000017829","RF00189",3,3,11,0,1,1,1,2
"ENSGALG00000052240","ENSGALG00000052240",118,104,345,288,633,315,183,220
"ENSGALG00000026396","BG1",77,41,189,137,356,124,76,158
"ENSGALG00000000136","BLEC2",4,8,9,5,16,0,8,9
"ENSGALG00000028659","BLEC1",29,12,30,27,110,29,13,23
"ENSGALG00000000141","BLB1",4,9,34,14,50,15,2,8
"ENSGALG00000033932","BF1",46,51,222,159,327,183,81,124
"ENSGALG00000008022","TAPBP",13,20,37,54,110,48,25,18
"ENSGALG00000030940","BLB2",3,1,9,8,27,1,0,4
"ENSGALG00000000156","BRD2",2027,1712,5498,4827,8936,3741,1653,1312
"ENSGALG00000000158","MHCDMA",20,11,83,78,183,48,20,39
"ENSGALG00000000162","DMB1",4,4,11,9,10,18,2,8
"ENSGALG00000038393","DMB2",94,59,291,298,703,256,171,168
"ENSGALG00000029381","ENSGALG00000029381",18,20,72,96,155,41,37,6
"ENSGALG00000035075","TAP1",19,7,18,39,134,49,13,18
"ENSGALG00000041380","BF2",31,45,152,150,443,165,64,83
"ENSGALG00000032231","C4",204,172,616,638,1833,712,490,551
"ENSGALG00000037735","CENPA",12,4,15,20,47,5,12,11
"ENSGALG00000039742","CYP21",68,32,124,136,239,65,49,57
"ENSGALG00000032348","LTB4R",4,1,3,6,15,10,2,6
"ENSGALG00000043052","CD1B",2,4,14,4,43,16,4,3
"ENSGALG00000030270","CD1C",23,16,36,19,166,65,14,43
"ENSGALG00000040703","FLOT1",358,274,950,750,1403,505,372,266
"ENSGALG00000041471","TUBB",5834,5051,21228,20270,23971,10836,4331,3553
"ENSGALG00000048705","PFDN6",995,943,2904,2506,4740,1639,1167,1286
"ENSGALG00000052838","ENSGALG00000052838",2,2,5,18,14,8,1,2
"ENSGALG00000048322","ENSGALG00000048322",5,4,3,13,17,5,7,15
"ENSGALG00000047574","ENSGALG00000047574",3,2,20,8,15,20,4,3
"ENSGALG00000048814","ENSGALG00000048814",41,28,106,75,148,52,29,38
"ENSGALG00000054497","ENSGALG00000054497",2,0,0,0,2,0,0,1
"ENSGALG00000052058","ENSGALG00000052058",6,1,16,17,29,11,15,7
"ENSGALG00000047364","ENSGALG00000047364",0,0,0,3,0,0,0,0
"ENSGALG00000054240","ENSGALG00000054240",1,3,10,14,43,18,10,22
"ENSGALG00000047929","SLC44A2",49,46,212,128,296,152,64,66
"ENSGALG00000030351","ILF3",1594,1547,6135,5178,7438,3502,1556,1252
"ENSGALG00000050235","ENSGALG00000050235",655,581,2091,2054,3413,1434,552,277
"ENSGALG00000040741","DNM2",135,120,390,352,517,341,118,134
"ENSGALG00000041323","ENSGALG00000041323",0,2,9,11,10,5,0,0
"ENSGALG00000033123","ENSGALG00000033123",11,15,29,16,91,21,20,5
"ENSGALG00000050456","ENSGALG00000050456",0,1,0,0,2,0,1,0
"ENSGALG00000048930","CDC37",51,32,91,73,104,37,24,22
"ENSGALG00000030599","TYK2",57,76,215,174,474,186,73,77
"ENSGALG00000050608","ENSGALG00000050608",98,89,301,313,550,282,98,114
"ENSGALG00000039088","TRAPPC5",72,42,232,197,411,143,101,82
"ENSGALG00000035236","BCAP31",813,726,2549,2711,5994,2028,1140,1430
"ENSGALG00000033185","TAZ",1488,1175,4318,4153,7951,3046,1480,1548
"ENSGALG00000044536","WDR13",76,85,308,193,349,122,94,68
"ENSGALG00000031839","SUV39H1",138,144,435,561,779,393,147,149
"ENSGALG00000048926","WAS",88,137,480,398,1001,261,159,176
"ENSGALG00000037601","TBC1D25",19,19,71,43,138,37,30,39
"ENSGALG00000054713","ENSGALG00000054713",27,23,87,48,83,67,20,13
"ENSGALG00000047515","ENSGALG00000047515",4,1,4,2,8,3,2,0
"ENSGALG00000048205","ENSGALG00000048205",258,225,1216,979,1533,612,241,184
"ENSGALG00000052168","ENSGALG00000052168",21,20,76,52,104,50,10,2
"ENSGALG00000050937","ENSGALG00000050937",370,317,1049,1035,2089,765,492,473
"ENSGALG00000047963","MECP2",3,2,5,8,13,4,1,1
"ENSGALG00000051588","ENSGALG00000051588",28,27,89,49,105,46,20,28
"ENSGALG00000049498","ENSGALG00000049498",30,24,86,74,112,72,31,29
"ENSGALG00000054488","ENSGALG00000054488",0,0,0,0,1,0,0,0
"ENSGALG00000047517","ENSGALG00000047517",2,2,11,5,5,3,9,4
"ENSGALG00000043823","ECSIT",39,15,113,52,105,31,15,13
"ENSGALG00000041266","CNN1",5,0,16,2,46,0,0,2
"ENSGALG00000032489","ELOF1",20,25,60,53,68,13,14,12
"ENSGALG00000032854","ACP5",28,24,63,86,227,73,59,24
"ENSGALG00000041630","NFIX",9,18,39,45,112,42,4,6
"ENSGALG00000033532","RAD23A",318,269,727,524,661,192,165,153
"ENSGALG00000040368","CALR",604,540,1949,1860,3862,1891,1060,1278
"ENSGALG00000040258","FARSA",2142,1916,7453,7201,11965,5519,2335,2435
"ENSGALG00000034917","GCDH",447,409,1467,1715,3919,1407,810,677
"ENSGALG00000029354","GMIP",30,28,135,112,811,427,219,248
"ENSGALG00000038506","NXNL1",2,4,20,13,23,16,10,6
"ENSGALG00000040553","SLC27A1",251,170,650,699,850,322,224,281
"ENSGALG00000030533","PGLS",1581,1157,4744,4305,7849,3262,1664,655
"ENSGALG00000030038","C3",552,492,1702,1439,2769,1099,523,423
"ENSGALG00000034725","ENSGALG00000034725",683,538,1698,1402,2255,1016,524,588
"ENSGALG00000050204","MRPL4",56,73,388,299,427,122,18,12
"ENSGALG00000054646","ENSGALG00000054646",0,0,1,0,0,1,0,0
"ENSGALG00000046971","ENSGALG00000046971",106,86,325,181,304,147,92,110
"ENSGALG00000051144","EVI5L",37,27,91,73,184,85,67,55
"ENSGALG00000045115","ENSGALG00000045115",8,7,20,10,54,26,31,8
"ENSGALG00000044226","ENSGALG00000044226",2,2,7,9,48,12,4,14
"ENSGALG00000050375","ENSGALG00000050375",0,1,1,1,5,1,0,3
"ENSGALG00000052552","ENSGALG00000052552",1,0,6,3,24,2,2,9
"ENSGALG00000048508","ENSGALG00000048508",1,1,0,2,24,4,3,2
"ENSGALG00000051212","ENSGALG00000051212",0,0,1,0,1,2,0,0
"ENSGALG00000050586","ILVBL",182,221,763,658,2175,938,439,563
"ENSGALG00000052865","ENSGALG00000052865",3,1,4,10,9,5,2,1
"ENSGALG00000050416","SYDE1",31,31,106,121,119,42,14,16
"ENSGALG00000046729","ENSGALG00000046729",6,4,18,35,34,11,4,4
"ENSGALG00000039408","PNPLA6",115,104,255,286,782,318,142,172
"ENSGALG00000034328","MCOLN1",721,651,2579,2969,5718,2424,943,1237
"ENSGALG00000039257","CYP4F22",32,23,98,107,585,193,132,139
"ENSGALG00000029971","PGLYRP2",0,2,1,24,144,48,15,12
"ENSGALG00000039156","ENSGALG00000039156",19,11,47,59,171,32,47,54
"ENSGALG00000039573","ENSGALG00000039573",80,46,194,156,298,157,42,78
"ENSGALG00000052163","gga-mir-12266-1",0,0,0,0,0,0,0,0
"ENSGALG00000039974","AKAP8L",708,599,2247,2064,3614,1790,804,795
"ENSGALG00000039773","AKAP8",488,469,1972,1421,3372,1578,742,896
"ENSGALG00000050803","GIPC1",1,1,7,3,10,5,3,5
"ENSGALG00000051280","DNAJB1",22,6,68,54,98,49,19,12
"ENSGALG00000049582","ENSGALG00000049582",63,36,143,84,327,89,82,64
"ENSGALG00000038714","NDUFB7",1407,1096,3833,3408,7568,2170,1726,1647
"ENSGALG00000047587","ENSGALG00000047587",10,5,18,18,36,11,9,18
"ENSGALG00000051163","ENSGALG00000051163",1,0,0,2,0,0,0,0
"ENSGALG00000048691","ENSGALG00000048691",10,1,30,9,55,10,6,12
"ENSGALG00000047425","ENSGALG00000047425",0,2,6,1,3,2,1,0
"ENSGALG00000030087","ACTL6B",3,3,10,20,28,24,11,15
"ENSGALG00000048263","MEPCE",26,27,89,63,82,27,12,7
"ENSGALG00000050805","ENSGALG00000050805",16,10,71,39,100,17,10,22
"ENSGALG00000033867","PCOLCE",37,20,122,117,317,84,80,51
"ENSGALG00000049475","S1PR2",39,23,98,39,68,32,15,14
"ENSGALG00000038018","DNMT1",180,177,670,521,819,339,185,228
"ENSGALG00000034475","ENSGALG00000034475",3407,2919,10784,10378,20712,8315,4596,5243
"ENSGALG00000051597","ENSGALG00000051597",34,30,106,111,152,79,32,36
"ENSGALG00000049767","ENSGALG00000049767",5,2,13,3,7,6,3,6
"ENSGALG00000051469","ENSGALG00000051469",0,0,0,0,9,1,2,1
"ENSGALG00000048115","ENSGALG00000048115",13,15,67,37,77,45,16,45
"ENSGALG00000042890","PIN1",710,585,2097,2087,3449,1074,713,762
"ENSGALG00000035138","UBL5",1055,878,2890,2610,4471,1396,1079,916
"ENSGALG00000038666","ENSGALG00000038666",304,202,1037,948,2324,739,428,391
"ENSGALG00000037253","ENSGALG00000037253",8,4,12,47,11,10,20,8
"ENSGALG00000040811","ENSGALG00000040811",2,0,5,2,46,9,0,5
"ENSGALG00000030457","CHCHD5",517,453,1841,2013,3229,1279,597,785
"ENSGALG00000032815","ATP13A1",258,238,933,800,1499,663,340,321
"ENSGALG00000042661","MVB12A",393,314,1264,1194,2694,1051,593,597
"ENSGALG00000035406","DSN1",745,607,2514,2826,5131,2313,1099,1275
"ENSGALG00000034076","PBX4",388,376,1345,1206,2906,1131,501,634
"ENSGALG00000042767","LPAR2",301,270,957,881,2353,888,323,578
"ENSGALG00000051268","ENSGALG00000051268",1,0,1,1,0,0,0,1
"ENSGALG00000031709","ENSGALG00000031709",0,0,0,0,0,0,0,0
"ENSGALG00000047242","MAST1",1,0,1,5,10,1,1,6
"ENSGALG00000052002","RNASEH2A",24,20,128,92,90,29,14,15
"ENSGALG00000031824","HOOK2",8,5,37,29,111,26,9,9
"ENSGALG00000047805","ENSGALG00000047805",1,1,7,4,16,5,5,1
"ENSGALG00000046867","ASNA1",25,20,115,78,158,58,22,22
"ENSGALG00000050799","ENSGALG00000050799",26,33,155,98,135,41,23,7
"ENSGALG00000037527","ENSGALG00000037527",40,33,128,60,112,45,12,21
"ENSGALG00000051159","ENSGALG00000051159",46,22,106,74,115,32,39,39
"ENSGALG00000048723","ENSGALG00000048723",12,10,48,56,44,20,10,0
"ENSGALG00000048020","ENSGALG00000048020",6,2,7,10,15,10,3,2
"ENSGALG00000051342","ENSGALG00000051342",22,27,64,59,213,69,67,80
"ENSGALG00000054838","ENSGALG00000054838",4,9,30,16,57,8,9,13
"ENSGALG00000052844","ENSGALG00000052844",0,6,11,6,9,3,2,3
"ENSGALG00000049399","DCAF15",5,14,15,10,23,9,5,7
"ENSGALG00000049794","ENSGALG00000049794",6,0,6,8,16,6,8,1
"ENSGALG00000041008","ENSGALG00000041008",2,2,7,13,17,8,2,2
"ENSGALG00000047304","ENSGALG00000047304",0,0,0,0,4,1,0,0
"ENSGALG00000053302","ENSGALG00000053302",0,0,0,0,0,0,0,0
"ENSGALG00000048899","ENSGALG00000048899",74,46,182,129,258,73,65,52
"ENSGALG00000049898","gga-mir-12288",0,0,3,5,2,1,2,0
"ENSGALG00000034575","MRI1",21,22,84,36,119,26,16,14
"ENSGALG00000051187","CCDC130",402,372,1272,869,1823,535,355,698
"ENSGALG00000037131","ENSGALG00000037131",16,3,64,27,38,22,5,17
"ENSGALG00000054250","ENSGALG00000054250",0,1,5,10,6,4,6,7
"ENSGALG00000047412","ENSGALG00000047412",0,1,2,4,15,9,3,1
"ENSGALG00000049292","ENSGALG00000049292",3,3,6,5,26,5,7,11
"ENSGALG00000048766","ENSGALG00000048766",2,1,14,4,22,10,5,20
"ENSGALG00000049500","ENSGALG00000049500",0,0,3,3,31,5,0,2
"ENSGALG00000048450","ENSGALG00000048450",0,0,1,0,0,0,0,0
"ENSGALG00000046939","ENSGALG00000046939",188,130,610,562,968,496,167,178
"ENSGALG00000050015","ENSGALG00000050015",7,0,12,1,1,1,2,0
"ENSGALG00000051260","ENSGALG00000051260",17,8,60,22,98,21,16,30
"ENSGALG00000054974","ENSGALG00000054974",1,0,2,2,10,0,1,1
"ENSGALG00000052303","ENSGALG00000052303",4,1,4,9,10,8,5,3
"ENSGALG00000053055","ENSGALG00000053055",0,0,3,0,2,3,0,1
"ENSGALG00000049533","ENSGALG00000049533",21,10,53,45,135,42,52,40
"ENSGALG00000048646","ENSGALG00000048646",0,0,0,0,1,1,0,0
"ENSGALG00000029343","EIF3K",1952,1641,6229,6072,11621,3825,2182,2064
"ENSGALG00000036496","ACTN4",177,205,637,540,894,462,191,273
"ENSGALG00000030164","ECH1",706,560,2066,1590,3920,1440,564,829
"ENSGALG00000043929","ENSGALG00000043929",169,113,467,341,394,188,104,95
"ENSGALG00000029761","SIRT2",620,554,2152,2158,4248,1698,1013,1126
"ENSGALG00000029691","NFKBIB",149,156,591,309,538,191,119,112
"ENSGALG00000035641","ENSGALG00000035641",16,21,63,46,75,32,20,27
"ENSGALG00000038667","MRPS12",1406,1178,4386,4006,6516,2154,1376,1479
"ENSGALG00000031328","PAK4",80,70,282,215,464,118,67,96
"ENSGALG00000050372","SYCN",0,3,12,10,66,9,2,8
"ENSGALG00000048331","LRFN1",0,2,8,17,31,6,7,6
"ENSGALG00000042804","SAMD4B",16,4,28,46,79,21,17,10
"ENSGALG00000037879","PAF1",23,17,128,105,83,36,14,7
"ENSGALG00000029330","ENSGALG00000029330",261,181,801,705,1080,344,276,184
"ENSGALG00000039160","SUPT5H",1921,1773,7156,7116,13028,5915,2556,2900
"ENSGALG00000044705","TIMM50",136,89,343,255,384,128,91,81
"ENSGALG00000038065","SLC8A2",2,0,4,7,15,7,3,6
"ENSGALG00000053838","ENSGALG00000053838",1,1,1,0,1,2,0,0
"ENSGALG00000038994","KPTN",34,19,62,68,160,54,25,17
"ENSGALG00000034747","NAPA",566,565,2034,1850,2829,1213,633,847
"ENSGALG00000052259","ENSGALG00000052259",55,39,123,117,179,57,31,31
"ENSGALG00000031325","TGFB1",4,3,30,20,30,9,9,9
"ENSGALG00000054495","ENSGALG00000054495",18,8,73,33,60,28,31,23
"ENSGALG00000036498","EHD2",5,5,10,21,31,15,4,13
"ENSGALG00000039473","NOP53",1767,1560,5756,5577,8547,3395,1530,704
"ENSGALG00000040044","ENSGALG00000040044",9,2,6,3,18,4,3,1
"ENSGALG00000052338","SELENOW",1234,998,3838,3749,8303,2666,1614,1704
"ENSGALG00000054599","ENSGALG00000054599",2364,1942,7283,6540,11458,5076,2387,2046
"ENSGALG00000039336","Otx5",1,0,2,4,7,2,1,1
"ENSGALG00000042246","ENSGALG00000042246",91,98,386,320,505,223,37,52
"ENSGALG00000052202","ENSGALG00000052202",422,356,1316,1260,2534,864,424,516
"ENSGALG00000032223","ENSGALG00000032223",14,11,39,42,59,17,11,13
"ENSGALG00000047498","HNRNPUL1",103,96,228,159,313,99,75,87
"ENSGALG00000052101","ENSGALG00000052101",3,3,19,14,20,10,6,1
"ENSGALG00000054536","ENSGALG00000054536",4,2,25,18,40,10,6,6
"ENSGALG00000046691","ENSGALG00000046691",7,13,35,26,50,12,13,5
"ENSGALG00000054458","AKT2",145,113,383,175,343,181,119,89
"ENSGALG00000049727","ENSGALG00000049727",7,0,10,9,21,8,11,1
"ENSGALG00000051630","ENSGALG00000051630",0,0,0,0,0,0,0,0
"ENSGALG00000047145","SMARCA4",239,139,534,462,626,238,172,230
"ENSGALG00000049393","ENSGALG00000049393",1,0,2,3,10,2,2,0
"ENSGALG00000037896","ENSGALG00000037896",5,4,5,15,16,11,5,4
"ENSGALG00000050819","ENSGALG00000050819",6,4,13,15,32,10,2,4
"ENSGALG00000054320","ENSGALG00000054320",1,1,6,6,17,2,3,0
"ENSGALG00000049505","ENSGALG00000049505",5,3,15,9,39,14,5,5
"ENSGALG00000048152","SAE1",110,107,362,371,554,235,166,139
"ENSGALG00000047981","ENSGALG00000047981",3,0,8,6,24,2,5,0
"ENSGALG00000050637","ENSGALG00000050637",2,0,1,0,6,1,0,0
"ENSGALG00000034016","ENSGALG00000034016",95,66,295,292,487,195,85,76
"ENSGALG00000034282","ENSGALG00000034282",106,55,221,218,421,172,61,106
"ENSGALG00000044210","QPCTL",216,164,912,703,883,254,158,147
"ENSGALG00000051594","FBXO46",14,6,67,29,54,13,2,9
"ENSGALG00000052330","ENSGALG00000052330",5,2,5,6,19,5,11,9
"ENSGALG00000051947","OPA3",44,53,253,157,251,97,27,13
"ENSGALG00000048592","ENSGALG00000048592",2,3,1,7,17,9,5,3
"ENSGALG00000051456","ENSGALG00000051456",26,7,31,39,25,17,2,10
"ENSGALG00000041280","FOSB",1,1,8,1,20,6,4,3
"ENSGALG00000052385","ENSGALG00000052385",0,4,1,2,2,3,3,1
"ENSGALG00000052546","HIF3A",24,13,45,79,147,37,35,23
"ENSGALG00000052199","SNRPD2",166,130,549,575,883,228,206,172
"ENSGALG00000049935","ENSGALG00000049935",0,0,0,0,0,0,0,0
"ENSGALG00000047782","ENSGALG00000047782",10,0,13,15,33,9,10,5
"ENSGALG00000050634","ENSGALG00000050634",13,7,18,20,58,2,3,7
"ENSGALG00000036831","ENSGALG00000036831",1,0,4,1,14,1,2,5
"ENSGALG00000054005","PPP1R37",50,41,119,98,141,37,13,24
"ENSGALG00000054044","ENSGALG00000054044",167,159,1011,721,752,295,98,98
"ENSGALG00000036101","ARHGAP35",97,82,396,310,511,206,86,87
"ENSGALG00000048394","AP2S1",384,395,1160,1091,2013,679,507,511
"ENSGALG00000050125","ENSGALG00000050125",4,1,6,5,10,2,3,3
"ENSGALG00000041384","SHKBP1",4,1,10,4,16,12,4,0
"ENSGALG00000048210","ENSGALG00000048210",4,3,2,2,31,1,8,7
"ENSGALG00000048951","ENSGALG00000048951",7,8,36,24,78,29,11,9
"ENSGALG00000053923","ENSGALG00000053923",29,31,137,125,276,91,36,31
"ENSGALG00000050656","ENSGALG00000050656",19,6,88,84,319,101,40,22
"ENSGALG00000041922","ENSGALG00000041922",106,102,279,153,288,109,89,86
"ENSGALG00000036956","ENSGALG00000036956",33440,22861,92152,67847,129763,41098,27210,25295
"ENSGALG00000032059","ENSGALG00000032059",106,71,219,161,235,110,64,65
"ENSGALG00000043598","ENSGALG00000043598",47309,33838,134140,98341,157918,62328,36185,31303
"ENSGALG00000040296","ENSGALG00000040296",118,92,373,310,675,259,173,142
"ENSGALG00000042750","ND1",39040,29081,113666,98957,216423,75003,46848,46552
"ENSGALG00000035975","ENSGALG00000035975",182,107,411,213,437,139,152,120
"ENSGALG00000029193","ENSGALG00000029193",66,40,108,51,91,36,63,59
"ENSGALG00000038760","ENSGALG00000038760",11,9,22,22,40,18,20,14
"ENSGALG00000043768","MT-ND2",27063,19436,74903,61326,128988,43751,29700,32213
"ENSGALG00000035685","ENSGALG00000035685",17,16,58,22,90,37,30,32
"ENSGALG00000035392","ENSGALG00000035392",52,39,100,86,134,35,64,45
"ENSGALG00000033139","ENSGALG00000033139",100,73,307,194,425,143,87,114
"ENSGALG00000034813","ENSGALG00000034813",37,40,127,101,143,46,60,48
"ENSGALG00000037641","ENSGALG00000037641",29,31,52,40,76,27,36,23
"ENSGALG00000032142","MT-CO1",120464,100196,402681,357976,870166,347863,173138,224271
"ENSGALG00000033462","ENSGALG00000033462",314,253,596,389,657,363,296,358
"ENSGALG00000031197","ENSGALG00000031197",17,17,36,27,52,28,26,27
"ENSGALG00000032456","COII",37115,29323,109229,91805,231805,73567,52615,65135
"ENSGALG00000038283","ENSGALG00000038283",80,103,243,150,293,100,86,113
"ENSGALG00000032465","ATP8",6836,5752,17148,13207,24437,9712,8709,10999
"ENSGALG00000041091","ATP6",33827,26531,100991,83051,209923,73378,49174,59864
"ENSGALG00000035334","COX3",54385,42749,165606,152584,382334,128661,84119,112565
"ENSGALG00000038243","ENSGALG00000038243",31,25,108,46,125,54,49,41
"ENSGALG00000030436","ND3",4673,3471,11982,10520,23264,6271,6089,6234
"ENSGALG00000037369","ENSGALG00000037369",19,13,41,22,67,31,32,35
"ENSGALG00000042478","ND4L",5233,3943,14534,11758,21327,7755,5769,5693
"ENSGALG00000036229","ND4",24886,15753,62855,52592,106874,37704,26602,28663
"ENSGALG00000042903","ENSGALG00000042903",11,9,26,22,26,18,12,32
"ENSGALG00000034022","ENSGALG00000034022",10,11,23,8,40,11,9,22
"ENSGALG00000036970","ENSGALG00000036970",24,23,52,35,77,17,23,33
"ENSGALG00000029500","ND5",19387,11633,45312,36108,79869,26265,22086,22389
"ENSGALG00000032079","CYTB",28631,23104,88226,83573,197380,64521,44016,54857
"ENSGALG00000032370","ENSGALG00000032370",12,10,23,15,26,14,13,23
"ENSGALG00000042677","ENSGALG00000042677",51,41,122,94,133,63,74,50
"ENSGALG00000037838","ND6",4877,3989,12643,9937,25376,6917,7259,8105
"ENSGALG00000039249","ENSGALG00000039249",17,8,27,18,18,8,7,5
"ENSGALG00000054600","ENSGALG00000054600",59,71,228,188,314,106,45,30
"ENSGALG00000055105","ENSGALG00000055105",15,12,57,26,54,14,14,17
"ENSGALG00000052114","ENSGALG00000052114",10,5,27,3,42,6,7,10
"ENSGALG00000052319","ENSGALG00000052319",8,5,20,17,29,7,3,0
"ENSGALG00000047350","ENSGALG00000047350",4,0,6,4,19,2,5,4
"ENSGALG00000046749","ENSGALG00000046749",81,43,181,117,180,74,56,46
"ENSGALG00000049559","ENSGALG00000049559",3,4,28,37,8,3,4,2
"ENSGALG00000047833","MED11",6,4,13,11,14,11,6,8
"ENSGALG00000049326","ENSGALG00000049326",9,7,32,24,37,8,6,10
"ENSGALG00000051612","ENSGALG00000051612",20,13,55,70,61,27,19,3
"ENSGALG00000054545","ENSGALG00000054545",1,2,0,0,0,0,0,0
"ENSGALG00000049702","ENSGALG00000049702",1,0,6,3,3,0,1,0
"ENSGALG00000046683","ENSGALG00000046683",9,1,13,7,25,14,10,10
"ENSGALG00000054402","ENSGALG00000054402",4,5,17,10,39,20,6,21
"ENSGALG00000051331","ENSGALG00000051331",7,3,34,23,58,25,14,11
"ENSGALG00000047914","ENSGALG00000047914",2,0,11,9,24,4,2,3
"ENSGALG00000032219","FUS",566,510,2035,1600,2395,905,445,253
"ENSGALG00000051483","ENSGALG00000051483",1,1,0,2,9,2,2,1
"ENSGALG00000047090","ENSGALG00000047090",6,5,11,6,38,5,8,16
"ENSGALG00000047094","ENSGALG00000047094",56,53,176,115,280,78,66,72
"ENSGALG00000048430","ENSGALG00000048430",120,160,585,416,599,258,97,83
"ENSGALG00000052478","ENSGALG00000052478",0,0,0,0,1,0,0,0
"ENSGALG00000053881","ENSGALG00000053881",9,4,10,9,38,13,4,6
"ENSGALG00000049172","ENSGALG00000049172",0,0,1,0,1,3,0,0
"ENSGALG00000040351","ACAP1",8,11,37,33,36,1,17,21
"ENSGALG00000053914","SLC16A13",3,0,9,2,5,2,2,5
"ENSGALG00000031341","ENSGALG00000031341",14,16,45,22,99,25,10,13
"ENSGALG00000053449","ENSGALG00000053449",2,3,3,6,2,2,1,0
"ENSGALG00000048860","GRK1",0,1,3,0,10,1,5,3
"ENSGALG00000053903","ENSGALG00000053903",60,67,197,177,339,169,59,93
"ENSGALG00000052930","ENSGALG00000052930",16,10,53,17,68,19,12,13
"ENSGALG00000052014","PCK2",19,20,44,59,129,57,28,26
"ENSGALG00000050053","ENSGALG00000050053",0,2,2,1,5,3,2,3
"ENSGALG00000048682","MYLPF",2,0,3,0,10,0,0,3
"ENSGALG00000047263","ENSGALG00000047263",2,0,0,0,1,0,1,0
"ENSGALG00000049594","ENSGALG00000049594",0,0,1,3,2,0,2,1
"ENSGALG00000041325","ENSGALG00000041325",1,0,0,2,5,0,0,0
"ENSGALG00000054648","ENSGALG00000054648",0,0,0,2,0,0,0,0
"ENSGALG00000050544","ENSGALG00000050544",1,0,0,2,5,0,0,0
"ENSGALG00000051800","ENSGALG00000051800",4,0,1,5,22,7,4,4
"ENSGALG00000048449","ENSGALG00000048449",0,2,11,4,16,4,2,2
"ENSGALG00000046421","ENSGALG00000046421",15,6,12,7,47,8,2,14
"ENSGALG00000048182","ENSGALG00000048182",0,1,1,0,0,0,0,0
"ENSGALG00000051697","ENSGALG00000051697",1,0,1,1,6,2,7,2
"ENSGALG00000052810","ENSGALG00000052810",0,1,0,0,2,4,0,0
"ENSGALG00000051606","ENSGALG00000051606",0,0,1,3,3,1,2,0
"ENSGALG00000053544","ENSGALG00000053544",0,1,3,0,3,0,1,1
"ENSGALG00000046896","COLGALT1",512,515,1958,1907,3930,1773,808,741
"ENSGALG00000048565","PRKCSH",4,3,8,8,31,3,9,3
"ENSGALG00000051061","ENSGALG00000051061",15,7,31,20,119,25,28,33
"ENSGALG00000053064","ENSGALG00000053064",1,0,3,0,1,2,1,2
